id,zipcode,latitude,longitude,neighbourhood_cleansed,is_location_exact,bedrooms,room_type,bathrooms,beds,bed_type,accommodates,essentials,wifi,tv,kitchen,oven,cooking basics,heating,washer,host greets you,elevator,family/kid friendly,private living room,coffee maker,dishwasher,reviews_per_month,number_of_reviews,number_of_reviews_ltm,host_is_superhost,host_total_listings,host_identity_verified,host_since_years,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_365,is_instant_bookable,cancellation_policy,security_deposit,is_agency,cleaning_fee,price
41729826,75007.0,48.852759999999996,2.32325,Palais-Bourbon,1,3.0,Entire home/apt,2.5,4.0,Bed,6,1,1,1,1,1,1,1,1,0,0,0,0,1,1,,0,0,0,0.0,0,0.32,30,1125,30,91,180,1125,90.6,186.4,362,1,strict,security_deposit_1,0,0.0,266.0
39596900,75002.0,48.86668,2.3458799999999997,Bourse,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,0,1,1,1,0,0,0,0,1,0,2.27,14,14,0,0.0,1,0.56,3,1125,3,3,1125,1125,3.0,1125.0,172,1,flexible,security_deposit_1,0,65.0,150.0
34580854,75015.0,48.83435,2.2921400000000003,Vaugirard,1,3.0,Entire home/apt,2.0,4.0,Bed,5,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1.27,14,14,1,3.0,1,5.1,2,1125,2,2,1125,1125,2.0,1125.0,161,0,strict,security_deposit_1,0,120.0,230.0
27016839,75019.0,48.88536,2.37356,Buttes-Chaumont,1,2.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0.69,15,6,0,1.0,1,1.82,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,79.0,90.0
36838456,75008.0,48.87451,2.30015,Élysée,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0.73,6,6,0,1.0,1,0.82,2,1125,2,7,1125,1125,4.3,1125.0,0,1,flexible,security_deposit_1,0,52.0,54.0
29526532,75014.0,48.83372,2.31692,Observatoire,1,1.0,Entire home/apt,1.5,1.0,Bed,2,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0.26,4,1,0,0.0,1,1.56,7,30,7,7,1125,1125,7.0,1125.0,0,1,moderate,security_deposit_1,0,50.0,80.0
22063324,75011.0,48.85228,2.39138,Popincourt,1,1.0,Shared room,1.0,1.0,Bed,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.44,13,1,0,2.0,1,8.46,2,7,2,2,7,7,2.0,7.0,48,0,flexible,security_deposit_n,0,,35.0
27562777,75020.0,48.8528,2.39889,Ménilmontant,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0.67,14,1,0,1.0,1,1.76,3,1125,2,3,1125,1125,2.7,1125.0,0,0,flexible,security_deposit_1,0,52.0,52.0
29309573,75011.0,48.85348,2.38917,Popincourt,1,0.0,Entire home/apt,1.0,2.0,Bed,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0.95,17,13,0,1.0,1,4.71,2,1125,2,2,1125,1125,2.0,1125.0,0,0,strict,security_deposit_n,0,,80.0
22349556,75009.0,48.882,2.34061,Opéra,1,2.0,Entire home/apt,1.0,3.0,Bed,6,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0.31,7,4,0,209.0,1,2.65,1,1125,1,7,7,1125,3.9,39.7,1,1,strict,security_deposit_1,1,177.0,262.0
18678640,75009.0,48.8765,2.34571,Opéra,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1.01,33,9,0,1.0,1,4.51,3,25,2,3,25,25,2.7,25.0,10,0,flexible,security_deposit_1,0,61.0,80.0
34808300,75014.0,48.84049,2.3245,Observatoire,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1.05,11,11,1,4.0,1,2.6,3,1125,3,3,1125,1125,3.0,1125.0,270,1,strict,security_deposit_1,0,75.0,150.0
5613148,75011.0,48.86285,2.3808599999999998,Popincourt,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,1,1,0,1,0,1,0,3.54,218,60,0,1.0,1,5.18,2,90,2,2,1125,1125,2.0,1125.0,264,1,strict,security_deposit_1,0,19.0,82.0
32326754,75015.0,48.82768,2.29203,Vaugirard,1,1.0,Entire home/apt,2.5,2.0,Bed,4,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0.15,2,1,0,58.0,1,4.24,2,548,2,2,548,548,2.0,548.0,362,1,flexible,security_deposit_1,1,102.0,102.0
14366079,75011.0,48.85106,2.38574,Popincourt,1,1.0,Entire home/apt,1.0,2.0,Sofa,3,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0.13,5,3,0,1.0,1,3.85,4,7,4,4,7,7,4.0,7.0,0,0,flexible,security_deposit_0,0,36.0,51.0
23590749,75020.0,48.86385,2.388,Ménilmontant,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.39,10,6,0,1.0,1,7.04,2,15,2,2,15,15,2.0,15.0,67,0,moderate,security_deposit_1,0,0.0,89.0
21929121,75014.0,48.83422,2.32669,Observatoire,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0.43,12,6,0,1.0,1,6.2,3,8,3,3,1125,1125,3.0,1125.0,0,1,strict,security_deposit_1,0,30.0,74.0
41027090,75011.0,48.852340000000005,2.38452,Popincourt,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1.82,8,8,0,0.0,1,3.72,2,1125,2,2,1125,1125,2.0,1125.0,27,0,strict,security_deposit_0,0,20.0,60.0
13807306,75020.0,48.854890000000005,2.39519,Popincourt,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0.28,13,3,0,1.0,1,5.72,4,35,4,4,35,35,4.0,35.0,216,0,moderate,security_deposit_1,0,30.0,45.0
34439811,75019.0,48.884409999999995,2.3917,Buttes-Chaumont,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,1,1,1,0,1,0,0,1,0,2.89,36,34,0,6.0,1,5.84,1,1125,1,1,1125,1125,1.0,1125.0,74,1,strict,security_deposit_1,1,50.0,70.0
25180512,75006.0,48.85237,2.33714,Luxembourg,1,0.0,Entire home/apt,1.0,0.0,Bed,3,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1.22,29,8,0,85.0,1,4.17,2,1125,2,6,1125,1125,4.7,1125.0,0,1,strict,security_deposit_1,1,70.0,128.0
7870965,75006.0,48.85346,2.3380799999999997,Luxembourg,1,0.0,Entire home/apt,1.0,1.0,Sofa,2,0,1,1,1,0,1,1,0,0,0,1,0,1,0,3.62,204,18,0,5.0,1,9.92,2,1125,2,2,1125,1125,2.0,1125.0,50,0,strict,security_deposit_1,0,30.0,71.0
4125366,75012.0,48.85028,2.3691299999999997,Reuilly,1,1.0,Entire home/apt,1.0,1.0,Other,2,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1.49,102,23,1,0.0,1,5.92,2,60,2,2,60,60,2.0,60.0,242,0,strict,security_deposit_1,0,30.0,60.0
38410077,75007.0,48.85738,2.30552,Palais-Bourbon,0,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,0,1,1,1,1,0,0,0,1,0,2.53,20,20,0,97.0,1,4.79,4,730,2,9,730,730,5.1,730.0,2,0,strict,security_deposit_1,1,60.0,170.0
3413928,75009.0,48.88033,2.34374,Opéra,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,3.32,237,8,0,1.0,1,5.89,3,1125,3,3,1125,1125,3.0,1125.0,38,0,moderate,security_deposit_1,0,10.0,60.0
42872236,75013.0,48.83248,2.35873,Gobelins,1,1.0,Entire home/apt,1.0,3.0,Bed,6,1,1,1,1,0,1,1,0,0,1,0,1,1,1,,0,0,0,62.0,1,5.29,1,45,1,4,2,45,2.1,27.4,365,1,strict,security_deposit_0,1,90.0,96.0
43235200,75003.0,48.86909,2.35502,Temple,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,4.0,1,8.55,30,120,30,30,120,120,30.0,120.0,331,0,flexible,security_deposit_n,0,,95.0
16558324,75015.0,48.84453,2.28686,Vaugirard,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1.41,55,16,1,1.0,1,6.75,5,7,5,5,7,7,5.0,7.0,147,0,moderate,security_deposit_1,0,39.0,60.0
38661692,75018.0,48.8937,2.33987,Buttes-Montmartre,1,1.0,Entire home/apt,1.5,2.0,Bed,4,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0.4,3,3,0,1.0,1,0.65,3,1125,3,7,1125,1125,4.5,1125.0,364,1,flexible,security_deposit_1,0,63.0,80.0
84820,75018.0,48.88414,2.33831,Buttes-Montmartre,1,1.0,Entire home/apt,1.5,2.0,Bed,3,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0.81,89,7,1,1.0,1,9.14,3,60,3,4,60,60,3.3,60.0,78,0,strict,security_deposit_1,0,49.0,79.0
17634853,75006.0,48.852940000000004,2.33681,Luxembourg,1,4.0,Entire home/apt,3.0,4.0,Bed,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.12,42,5,0,2.0,1,7.08,3,1125,3,3,1125,1125,3.0,1125.0,26,0,flexible,security_deposit_1,0,80.0,475.0
23000614,75009.0,48.883070000000004,2.34986,Entrepôt,0,1.0,Private room,1.0,1.0,Bed,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2.51,35,26,0,2.0,1,6.22,1,30,1,1,1125,1125,1.0,1125.0,197,0,moderate,security_deposit_1,0,15.0,180.0
4221417,75004.0,48.854209999999995,2.36405,Hôtel-de-Ville,1,1.0,Entire home/apt,1.0,4.0,Bed,3,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1.32,80,11,0,2.0,1,6.18,4,1125,4,4,1125,1125,4.0,1125.0,364,0,strict,security_deposit_1,0,30.0,85.0
39663029,75019.0,48.88878,2.3821,Buttes-Chaumont,1,1.0,Entire home/apt,1.0,2.0,Bed,4,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0.71,2,2,0,2.0,1,0.72,2,1125,2,2,1125,1125,2.0,1125.0,122,0,strict,security_deposit_n,0,,100.0
22332868,75019.0,48.89286,2.38432,Buttes-Chaumont,1,2.0,Entire home/apt,1.0,3.0,Bed,6,1,1,1,1,1,0,1,1,0,0,0,1,1,1,3.41,94,34,0,0.0,1,2.39,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,99.0,160.0
42752790,75008.0,48.87082,2.31118,Élysée,1,2.0,Entire home/apt,1.5,3.0,Bed,5,1,1,1,1,1,0,1,1,0,0,0,0,1,1,,0,0,0,122.0,1,1.81,1,1125,1,3,28,1125,2.6,221.6,301,1,strict,security_deposit_1,1,85.0,241.0
1342287,75015.0,48.8384,2.2875099999999997,Vaugirard,0,1.0,Entire home/apt,1.0,3.0,Bed,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.19,13,2,0,40.0,1,9.89,30,1125,30,30,1125,1125,30.0,1125.0,364,0,strict,security_deposit_1,1,60.0,158.0
16045317,75015.0,48.83635,2.3079400000000003,Vaugirard,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2.08,42,10,1,1.0,1,4.05,3,15,3,3,15,15,3.0,15.0,179,0,strict,security_deposit_1,0,25.0,75.0
8324465,75015.0,48.850120000000004,2.28408,Vaugirard,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1.79,83,28,1,1.0,1,4.78,3,30,3,3,1125,1125,3.0,1125.0,188,0,moderate,security_deposit_1,0,35.0,99.0
37235648,75019.0,48.875040000000006,2.38022,Buttes-Chaumont,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0.65,6,6,0,1.0,1,0.79,1,1125,1,2,1125,1125,1.3,1125.0,4,0,flexible,security_deposit_1,0,57.0,60.0
31666200,75012.0,48.84102,2.3768599999999998,Reuilly,1,0.0,Entire home/apt,1.5,1.0,Bed,2,1,1,0,1,0,1,1,0,0,0,0,1,1,0,2.09,32,10,0,1.0,1,1.33,2,1125,2,7,1125,1125,4.3,1125.0,118,1,flexible,security_deposit_1,0,51.0,60.0
39740733,75013.0,48.830220000000004,2.34496,Gobelins,1,1.0,Entire home/apt,1.0,2.0,Bed,3,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0.35,2,2,0,1.0,1,0.54,2,1125,2,2,1125,1125,2.0,1125.0,174,0,strict,security_deposit_1,0,45.0,100.0
2114433,75002.0,48.86528,2.3500799999999997,Bourse,1,1.0,Entire home/apt,1.0,3.0,Bed,4,1,1,1,1,1,1,1,1,0,1,1,0,1,0,3.74,282,60,1,6.0,1,7.95,1,1125,1,1,1125,1125,1.0,1125.0,344,1,strict,security_deposit_n,1,90.0,80.0
18436505,75006.0,48.84989,2.34174,Luxembourg,1,2.0,Entire home/apt,1.0,2.0,Bed,4,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1.06,37,13,1,1.0,1,6.08,5,21,3,7,21,21,5.1,21.0,33,0,strict,security_deposit_1,0,40.0,250.0
39728453,75011.0,48.86743,2.37393,Popincourt,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0.46,2,2,0,1.0,1,0.53,3,1125,3,7,1125,1125,4.6,1125.0,0,1,flexible,security_deposit_1,0,56.0,110.0
36835340,75015.0,48.847840000000005,2.30422,Vaugirard,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1.68,13,13,1,1.0,1,0.82,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,49.0,70.0
43331651,75016.0,48.84347,2.27082,Passy,0,2.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,1,1,1,0,0,0,0,1,1,,0,0,0,0.0,1,0.06,7,1125,7,7,1125,1125,7.0,1125.0,193,0,strict,security_deposit_1,0,85.0,100.0
25023971,75015.0,48.83252,2.29738,Vaugirard,1,0.0,Entire home/apt,1.0,1.0,Bed,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0.75,18,7,0,1.0,1,5.09,2,365,2,2,365,365,2.0,365.0,0,1,moderate,security_deposit_1,0,30.0,70.0
22305430,75010.0,48.87396,2.36443,Entrepôt,1,2.0,Entire home/apt,2.5,3.0,Bed,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.56,15,8,1,1.0,1,2.41,4,120,4,4,120,120,4.0,120.0,56,1,strict,security_deposit_1,0,60.0,149.0
37657730,75006.0,48.85369,2.33948,Luxembourg,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1.2,9,9,1,11.0,1,8.44,2,1125,2,2,1125,1125,2.0,1125.0,117,1,strict,security_deposit_1,1,70.0,180.0
39852152,75018.0,48.89128,2.34305,Buttes-Montmartre,1,1.0,Entire home/apt,1.0,3.0,Bed,4,1,1,0,1,1,0,1,1,0,1,0,1,1,1,,0,0,0,1.0,1,0.52,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,69.0,87.0
275877,75011.0,48.868829999999996,2.37273,Popincourt,1,1.0,Entire home/apt,1.0,1.0,Bed,4,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0.81,83,0,0,1.0,0,7.49,3,365,3,3,1125,1125,3.0,1125.0,365,1,strict,security_deposit_1,0,50.0,90.0
2743981,75012.0,48.83939,2.39249,Reuilly,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0.22,16,1,0,2.0,1,6.1,30,365,30,30,365,365,30.0,365.0,0,0,strict,security_deposit_0,0,40.0,60.0
1581357,75008.0,48.87487,2.29785,Élysée,1,2.0,Entire home/apt,2.5,7.0,Bed,10,1,1,1,1,1,1,1,1,0,0,1,0,1,1,2.81,209,17,0,1.0,1,6.72,3,15,3,5,15,15,3.3,15.0,342,0,strict,security_deposit_1,0,99.0,172.0
1066827,75019.0,48.87608,2.38775,Buttes-Chaumont,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0.58,49,9,1,0.0,1,7.1,6,60,6,6,1125,1125,6.0,1125.0,108,0,strict,security_deposit_1,0,20.0,68.0
43372404,75116.0,48.86892,2.29505,Passy,1,1.0,Entire home/apt,1.5,1.0,Bed,4,1,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,0.0,1,0.02,1,1125,1,1,1125,1125,1.0,1125.0,364,1,flexible,security_deposit_n,0,,295.0
36041375,75005.0,48.842259999999996,2.3631599999999997,Panthéon,1,2.0,Entire home/apt,1.0,3.0,Bed,6,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1.65,17,17,0,1.0,1,0.88,2,1125,2,7,1125,1125,4.3,1125.0,0,1,flexible,security_deposit_1,0,93.0,160.0
42215643,75017.0,48.87927,2.29164,Batignolles-Monceau,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1.0,1,1,0,49.0,1,4.64,1,1125,1,3,28,1125,1.3,948.8,358,1,strict,security_deposit_1,1,65.0,92.0
42508904,75019.0,48.8741,2.38318,Buttes-Chaumont,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0.5,1,1,0,1.0,1,6.15,2,31,2,2,31,31,2.0,31.0,100,0,flexible,security_deposit_0,0,15.0,50.0
38665858,75004.0,48.85355,2.36666,Hôtel-de-Ville,1,0.0,Entire home/apt,1.0,2.0,Bed,3,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1.34,9,9,1,0.0,0,3.7,7,28,7,7,1125,1125,7.0,1125.0,0,1,flexible,security_deposit_1,0,10.0,70.0
27075990,75018.0,48.89054,2.34757,Buttes-Montmartre,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0.23,2,2,0,1.0,1,1.81,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,52.0,50.0
8954379,75015.0,48.8458,2.2886900000000003,Vaugirard,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0.23,12,1,0,1.0,1,5.78,3,1125,3,3,1125,1125,3.0,1125.0,312,0,moderate,security_deposit_0,0,12.0,72.0
17941005,75116.0,48.86979,2.2957099999999997,Passy,0,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0.29,10,2,0,3.0,1,3.48,1,21,1,7,1125,1125,1.4,1125.0,131,0,flexible,security_deposit_1,0,30.0,149.0
40727343,75014.0,48.82608,2.3334,Observatoire,1,2.0,Entire home/apt,2.0,4.0,Bed,8,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1.9,9,9,1,12.0,1,4.91,3,21,3,4,21,21,3.2,21.0,171,0,moderate,security_deposit_1,1,90.0,168.0
20060027,75017.0,48.8837,2.32525,Batignolles-Monceau,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0.89,30,11,0,0.0,1,2.8,1,1125,1,2,1125,1125,1.3,1125.0,5,0,flexible,security_deposit_1,0,61.0,75.0
40359748,75014.0,48.836999999999996,2.32432,Observatoire,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.51,1,1,0,1.0,1,5.94,5,10,5,5,10,10,5.0,10.0,0,0,moderate,security_deposit_1,0,0.0,90.0
42979024,75006.0,48.85453,2.33108,Luxembourg,1,0.0,Entire home/apt,1.0,1.0,Bed,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,1.0,0,7.45,2,1125,2,2,1125,1125,2.0,1125.0,365,1,flexible,security_deposit_n,0,,70.0
5079785,75005.0,48.84041,2.3494200000000003,Panthéon,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,1,1,1,0,0,1,0,1,1,2.52,161,31,0,1.0,1,5.32,2,20,2,2,1125,1125,2.0,1125.0,270,0,flexible,security_deposit_1,0,50.0,130.0
37292229,75006.0,48.85204,2.3294799999999998,Luxembourg,1,1.0,Entire home/apt,1.0,2.0,Bed,3,1,1,1,1,0,1,1,1,0,1,0,0,1,0,4.52,42,42,1,0.0,1,2.75,2,30,2,2,1125,1125,2.0,1125.0,89,1,strict,security_deposit_0,0,0.0,215.0
37104047,75011.0,48.86861,2.3731299999999997,Popincourt,1,1.0,Entire home/apt,1.0,2.0,Bed,3,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1.13,7,7,0,292.0,1,7.06,1,1125,1,1,1125,1125,1.0,1125.0,0,1,strict,security_deposit_1,1,30.0,101.0
37187789,75018.0,48.89369,2.34013,Buttes-Montmartre,1,2.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0.66,5,5,0,1.0,1,4.82,3,1125,3,3,1125,1125,3.0,1125.0,202,1,flexible,security_deposit_n,0,30.0,120.0
23914256,75006.0,48.84709,2.3311,Luxembourg,0,2.0,Entire home/apt,2.0,4.0,Bed,6,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0.1,1,1,0,1229.0,1,4.98,3,1125,3,3,3,1125,3.0,990.2,365,1,strict,security_deposit_1,1,65.0,597.0
40107467,75006.0,48.85248,2.3408599999999997,Luxembourg,1,2.0,Entire home/apt,1.5,2.0,Bed,4,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0.26,1,1,0,25.0,1,8.69,1,1125,1,1,1125,1125,1.0,1125.0,365,0,strict,security_deposit_1,1,100.0,115.0
25227210,75014.0,48.82273,2.33333,Observatoire,1,1.0,Private room,1.0,1.0,Bed,2,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1.55,37,9,1,0.0,1,1.98,2,1123,2,2,1123,1123,2.0,1123.0,363,0,flexible,security_deposit_1,0,15.0,60.0
7098493,75015.0,48.85465,2.28868,Vaugirard,0,0.0,Entire home/apt,1.0,2.0,Bed,3,1,1,0,1,1,1,1,0,0,1,1,0,1,0,2.38,138,20,0,2.0,1,4.87,3,120,3,3,1125,1125,3.0,1125.0,143,1,strict,security_deposit_1,0,30.0,100.0
17121450,75018.0,48.88619,2.35029,Buttes-Montmartre,1,2.0,Entire home/apt,1.5,3.0,Bed,4,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1.31,50,18,0,1.0,1,6.55,3,30,3,3,30,30,3.0,30.0,9,0,strict,security_deposit_1,0,60.0,115.0
41805583,75001.0,48.867779999999996,2.3300099999999997,Louvre,1,0.0,Entire home/apt,1.0,1.0,Bed,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1.46,5,5,0,1.0,0,0.3,1,107,1,1,1125,1125,1.0,1125.0,181,1,strict,security_deposit_1,0,40.0,80.0
30848599,75002.0,48.866440000000004,2.34939,Bourse,1,3.0,Entire home/apt,2.0,4.0,Bed,8,1,1,1,1,1,1,1,1,0,0,0,0,1,1,3.39,46,39,0,21.0,1,1.41,2,1125,2,2,1125,1125,2.0,1125.0,329,1,moderate,security_deposit_1,1,140.0,385.0
36999383,75017.0,48.89277,2.32048,Batignolles-Monceau,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0.64,6,6,0,1.0,1,0.8,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,56.0,70.0
1884900,75116.0,48.86527,2.2908,Passy,1,2.0,Entire home/apt,1.0,0.0,Bed,5,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0.98,77,9,0,1.0,1,6.53,3,18,3,3,1125,1125,3.0,1125.0,0,1,flexible,security_deposit_1,0,,140.0
32036695,75020.0,48.856790000000004,2.40844,Ménilmontant,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0.36,5,2,1,1.0,1,1.27,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,52.0,62.0
41795220,75001.0,48.8671,2.3359,Bourse,1,1.0,Entire home/apt,1.5,1.0,Bed,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.9,2,2,0,1.0,1,0.31,2,30,2,2,1125,1125,2.0,1125.0,180,1,moderate,security_deposit_n,0,,130.0
37770796,75010.0,48.87171,2.35303,Entrepôt,1,3.0,Entire home/apt,2.0,4.0,Bed,6,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0.34,3,3,0,1.0,1,0.75,1,1125,1,2,1125,1125,1.3,1125.0,21,0,flexible,security_deposit_1,0,121.0,196.0
41288111,75013.0,48.83119,2.3697,Gobelins,1,1.0,Entire home/apt,1.5,0.0,Bed,2,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0.77,3,3,0,0.0,1,4.87,2,5,2,2,1125,1125,2.0,1125.0,63,1,moderate,security_deposit_0,0,15.0,80.0
39011889,75011.0,48.85246,2.39359,Popincourt,1,2.0,Entire home/apt,1.0,5.0,Bed,7,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1.65,11,11,0,1.0,1,0.62,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,113.0,151.0
26443906,75011.0,48.85567,2.38172,Popincourt,0,3.0,Entire home/apt,1.5,3.0,Bed,6,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2.93,57,15,1,1.0,1,5.29,3,1125,3,4,1125,1125,3.3,1125.0,126,1,moderate,security_deposit_1,0,0.0,300.0
40946917,75007.0,48.85488,2.30653,Palais-Bourbon,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,3.17,15,15,0,1.0,1,0.45,1,1125,1,1,1125,1125,1.0,1125.0,0,1,flexible,security_deposit_0,0,10.0,59.0
39122447,75002.0,48.86513,2.34744,Bourse,1,1.0,Entire home/apt,1.0,3.0,Bed,6,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1.47,10,10,0,6.0,1,3.94,1,1125,1,2,1,1125,1.2,235.9,298,1,strict,security_deposit_1,1,70.0,86.0
25533213,75004.0,48.85725,2.35515,Hôtel-de-Ville,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,0,1,1,1,0,1,0,0,0,1,,0,0,0,303.0,1,7.91,30,180,30,30,180,180,30.0,180.0,365,1,strict,security_deposit_1,1,100.0,81.0
28955124,75013.0,48.826679999999996,2.3729400000000003,Gobelins,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0.73,14,4,0,1.0,1,5.9,5,20,5,5,1125,1125,5.0,1125.0,41,0,moderate,security_deposit_0,0,10.0,30.0
